"MetingId";"Land";"Element";"Sensor";"Waarde"
4226;"Nederland";"Humidity";2935;-19.610018804068968
4227;"Nederland";"Humidity";2936;-19.610018804068968
4228;"Nederland";"Humidity";2937;-19.610018804068968
4229;"Nederland";"Humidity";2938;-19.610018804068968
4230;"Nederland";"Humidity";2939;-19.610018804068968
4231;"Nederland";"Humidity";2940;-19.610018804068968
4232;"Nederland";"Humidity";2941;-19.610018804068968
4233;"Nederland";"Humidity";2942;-19.610018804068968
4234;"Nederland";"Humidity";2943;-19.610018804068968
4235;"Nederland";"Humidity";2944;-19.610018804068968
4236;"Nederland";"Humidity";2945;-19.610018804068968
4237;"Nederland";"Humidity";2946;-19.610018804068968
4238;"Nederland";"Humidity";2947;-19.610018804068968
4239;"Nederland";"Humidity";2948;-19.610018804068968
4240;"Nederland";"Humidity";2949;-19.610018804068968
4241;"Nederland";"Humidity";2950;-19.610018804068968
4242;"Nederland";"Humidity";2951;-19.610018804068968
4243;"Nederland";"Humidity";2952;-19.610018804068968
4244;"Nederland";"Humidity";2953;-19.610018804068968
4245;"Nederland";"Humidity";2954;-19.610018804068968
4246;"Nederland";"Humidity";2955;-19.610018804068968
4247;"Nederland";"Humidity";2956;-19.610018804068968
4248;"Nederland";"Humidity";2957;-19.610018804068968
4249;"Nederland";"Humidity";2958;-19.610018804068968
4250;"Nederland";"Humidity";2959;-19.610018804068968
4251;"Nederland";"Humidity";2960;-19.610018804068968
4252;"Nederland";"Humidity";2961;-19.610018804068968
4253;"Nederland";"Humidity";2962;-19.610018804068968
4254;"Nederland";"Humidity";2963;-19.610018804068968
4255;"Nederland";"Humidity";2964;-19.610018804068968
4256;"Nederland";"Humidity";2965;-19.610018804068968
4257;"Nederland";"Humidity";2966;-19.610018804068968
4258;"Nederland";"Humidity";2967;-19.610018804068968
4259;"Nederland";"Humidity";2968;-19.610018804068968
4260;"Nederland";"Humidity";2969;-19.610018804068968
4261;"Nederland";"Humidity";2970;-19.610018804068968
4262;"Nederland";"Humidity";2971;-19.610018804068968
4263;"Nederland";"Humidity";2972;-19.610018804068968
4264;"Nederland";"Humidity";2973;-19.610018804068968
4265;"Nederland";"Humidity";2974;-19.610018804068968
4266;"Nederland";"Humidity";2975;-19.610018804068968
4267;"Nederland";"Humidity";2976;-19.610018804068968
4268;"Nederland";"Humidity";2977;-19.610018804068968
4269;"Nederland";"Humidity";2978;-19.610018804068968
4270;"Nederland";"Humidity";2979;-19.610018804068968
4271;"Nederland";"Humidity";2980;-19.610018804068968
4272;"Nederland";"Humidity";2981;-19.610018804068968
4273;"Nederland";"Humidity";2982;-19.610018804068968
4274;"Nederland";"Humidity";2983;-19.610018804068968
4275;"Nederland";"Humidity";2984;-19.610018804068968
4276;"Nederland";"Humidity";2985;-19.610018804068968
4277;"Nederland";"Humidity";2986;-19.610018804068968
4278;"Nederland";"Humidity";2987;-19.610018804068968
4279;"Nederland";"Humidity";2988;-19.610018804068968
4280;"Nederland";"Humidity";2989;-19.610018804068968
4281;"Nederland";"Humidity";2990;-19.610018804068968
4282;"Nederland";"Humidity";2991;-19.610018804068968
4283;"Nederland";"Humidity";2992;-19.610018804068968
4284;"Nederland";"Humidity";2993;-19.610018804068968
4285;"Nederland";"Humidity";2994;-19.610018804068968
4286;"Nederland";"Humidity";2995;-19.610018804068968
4287;"Nederland";"Humidity";2996;-19.610018804068968
4288;"Nederland";"Humidity";2997;-19.610018804068968
4289;"Nederland";"Humidity";2998;-19.610018804068968
4290;"Nederland";"Humidity";2999;-19.610018804068968
4291;"Nederland";"Humidity";3000;-19.610018804068968
4292;"Nederland";"Humidity";3001;-19.610018804068968
4293;"Nederland";"Humidity";3002;-19.610018804068968
4294;"Nederland";"Humidity";3003;-19.610018804068968
4295;"Nederland";"Humidity";3004;-19.610018804068968
4296;"Nederland";"Humidity";3005;-19.610018804068968
4297;"Nederland";"Humidity";3006;-19.610018804068968
4298;"Nederland";"Humidity";3007;-19.610018804068968
4299;"Nederland";"Humidity";3008;-19.610018804068968
4300;"Nederland";"Humidity";3009;-19.610018804068968
4301;"Nederland";"Humidity";3010;-19.610018804068968
4302;"Nederland";"Humidity";3011;-19.610018804068968
4303;"Nederland";"Humidity";3012;-19.610018804068968
4304;"Nederland";"Humidity";3013;-19.610018804068968
4305;"Nederland";"Humidity";3014;-19.610018804068968
4306;"Nederland";"Humidity";3015;-19.610018804068968
4307;"Nederland";"Humidity";3016;-19.610018804068968
4308;"Nederland";"Humidity";3017;-19.610018804068968
4309;"Nederland";"Humidity";3018;-19.610018804068968
4310;"Nederland";"Humidity";3019;-19.610018804068968
4311;"Nederland";"Humidity";3020;-19.610018804068968
4312;"Nederland";"Humidity";3021;-19.610018804068968
4313;"Nederland";"Humidity";3022;-19.610018804068968
4314;"Nederland";"Humidity";3023;-19.610018804068968
4315;"Nederland";"Humidity";3024;-19.610018804068968
4316;"Nederland";"Humidity";3025;-19.610018804068968
4317;"Nederland";"Humidity";3026;-19.610018804068968
4318;"Nederland";"Humidity";3027;-19.610018804068968
4319;"Nederland";"Humidity";3028;-19.610018804068968
4320;"Nederland";"Humidity";3029;-19.610018804068968
4321;"Nederland";"Humidity";3030;-19.610018804068968
4322;"Nederland";"Humidity";3031;-19.610018804068968
4323;"Nederland";"Humidity";3032;-19.610018804068968
4324;"Nederland";"Humidity";3033;-19.610018804068968
4325;"Nederland";"Humidity";3034;-19.610018804068968
4326;"Nederland";"Humidity";3035;-19.610018804068968
4327;"Nederland";"Humidity";3036;-19.610018804068968
4328;"Nederland";"Humidity";3037;-19.610018804068968
4329;"Nederland";"Humidity";3038;-19.610018804068968
4330;"Nederland";"Humidity";3039;-19.610018804068968
4331;"Nederland";"Humidity";3040;-19.610018804068968
4332;"Nederland";"Humidity";3041;-19.610018804068968
4333;"Nederland";"Humidity";3042;-19.610018804068968
4334;"Nederland";"Humidity";3043;-19.610018804068968
4335;"Nederland";"Humidity";3044;-19.610018804068968
4336;"Nederland";"Humidity";3045;-19.610018804068968
4337;"Nederland";"Humidity";3046;-19.610018804068968
4338;"Nederland";"Humidity";3047;-19.610018804068968
4339;"Nederland";"Humidity";3048;-19.610018804068968
4340;"Nederland";"Humidity";3049;-19.610018804068968
4341;"Nederland";"Humidity";3050;-19.610018804068968
4342;"Nederland";"Humidity";3051;-19.610018804068968
4343;"Nederland";"Humidity";3052;-19.610018804068968
4344;"Nederland";"Humidity";3053;-19.610018804068968
4345;"Nederland";"Humidity";3054;-19.610018804068968
4346;"Nederland";"Humidity";3055;-19.610018804068968
4347;"Nederland";"Humidity";3056;-19.610018804068968
4348;"Nederland";"Humidity";3057;-19.610018804068968
4349;"Nederland";"Humidity";3058;-19.610018804068968
4350;"Nederland";"Humidity";3059;-19.610018804068968
4351;"Nederland";"Humidity";3060;-19.610018804068968
4352;"Nederland";"Humidity";3061;-19.610018804068968
4353;"Nederland";"Humidity";3062;-19.610018804068968
4354;"Nederland";"Humidity";3063;-19.610018804068968
4355;"Nederland";"Humidity";3064;-19.610018804068968
4356;"Nederland";"Humidity";3065;-19.610018804068968
4357;"Nederland";"Humidity";3066;-19.610018804068968
4358;"Nederland";"Humidity";3067;-19.610018804068968
4359;"Nederland";"Humidity";3068;-19.610018804068968
4360;"Nederland";"Humidity";3069;-19.610018804068968
4361;"Nederland";"Humidity";3070;-19.610018804068968
4362;"Nederland";"Humidity";3071;-19.610018804068968
4363;"Nederland";"Humidity";3072;-19.610018804068968
4364;"Nederland";"Humidity";3073;-19.610018804068968
4365;"Nederland";"Humidity";3074;-19.610018804068968
4366;"Nederland";"Humidity";3075;-19.610018804068968
4367;"Nederland";"Humidity";3076;-19.610018804068968
4368;"Nederland";"Humidity";3077;-19.610018804068968
4369;"Nederland";"Humidity";3078;-19.610018804068968
4370;"Nederland";"Humidity";3079;-19.610018804068968
4371;"Nederland";"Humidity";3080;-19.610018804068968
4372;"Nederland";"Humidity";3081;-19.610018804068968
4373;"Nederland";"Humidity";3082;-19.610018804068968
4374;"Nederland";"Humidity";3083;-19.610018804068968
4375;"Nederland";"Humidity";3084;-19.610018804068968
4376;"Nederland";"Humidity";3085;-19.610018804068968
4377;"Nederland";"Humidity";3086;-19.610018804068968
4378;"Nederland";"Humidity";3087;-19.610018804068968
4379;"Nederland";"Humidity";3088;-19.610018804068968
4380;"Nederland";"Humidity";3089;-19.610018804068968
4381;"Nederland";"Humidity";3090;-19.610018804068968
4382;"Nederland";"Humidity";3091;-19.610018804068968
4383;"Nederland";"Humidity";3092;-19.610018804068968
4384;"Nederland";"Humidity";3093;-19.610018804068968
4385;"Nederland";"Humidity";3094;-19.610018804068968
4386;"Nederland";"Humidity";3095;-19.610018804068968
4387;"Nederland";"Humidity";3096;-19.610018804068968
4388;"Nederland";"Humidity";3097;-19.610018804068968
4389;"Nederland";"Humidity";3098;-19.610018804068968
4390;"Nederland";"Humidity";3099;-19.610018804068968
4391;"Nederland";"Humidity";3100;-19.610018804068968
4392;"Nederland";"Humidity";3101;-19.610018804068968
4393;"Nederland";"Humidity";3102;-19.610018804068968
4394;"Nederland";"Humidity";3103;-19.610018804068968
4395;"Nederland";"Humidity";3104;-19.610018804068968
4396;"Nederland";"Humidity";3105;-19.610018804068968
4397;"Nederland";"Humidity";3106;-19.610018804068968
4398;"Nederland";"Humidity";3107;-19.610018804068968
4399;"Nederland";"Humidity";3108;-19.610018804068968
4400;"Nederland";"Humidity";3109;-19.610018804068968
4401;"Nederland";"Humidity";3110;-19.610018804068968
4402;"Nederland";"Humidity";3111;-19.610018804068968
4403;"Nederland";"Humidity";3112;-19.610018804068968
4404;"Nederland";"Humidity";3113;-19.610018804068968
4405;"Nederland";"Humidity";3114;-19.610018804068968
4406;"Nederland";"Humidity";3115;-19.610018804068968
4407;"Nederland";"Humidity";3116;-19.610018804068968
4408;"Nederland";"Humidity";3117;-19.610018804068968
4409;"Nederland";"Humidity";3118;-19.610018804068968
4410;"Nederland";"Humidity";3119;-19.610018804068968
4411;"Nederland";"Humidity";3120;-19.610018804068968
4412;"Nederland";"Humidity";3121;-19.610018804068968
4413;"Nederland";"Humidity";3122;-19.610018804068968
4414;"Nederland";"Humidity";3123;-19.610018804068968
4415;"Nederland";"Humidity";3124;-19.610018804068968
4416;"Nederland";"Humidity";3125;-19.610018804068968
4417;"Nederland";"Humidity";3126;-19.610018804068968
4418;"Nederland";"Humidity";3127;-19.610018804068968
4419;"Nederland";"Humidity";3128;-19.610018804068968
4420;"Nederland";"Humidity";3129;-19.610018804068968
4421;"Nederland";"Humidity";3130;-19.610018804068968
4422;"Nederland";"Humidity";3131;-19.610018804068968
4423;"Nederland";"Humidity";3132;-19.610018804068968
4424;"Nederland";"Humidity";3133;-19.610018804068968
4425;"Nederland";"Humidity";3134;-19.610018804068968
4426;"Nederland";"Humidity";3135;-19.610018804068968
4427;"Nederland";"Humidity";3136;-19.610018804068968
4428;"Nederland";"Humidity";3137;-19.610018804068968
4429;"Nederland";"Humidity";3138;-19.610018804068968
4430;"Nederland";"Humidity";3139;-19.610018804068968
4431;"Nederland";"Humidity";3140;-19.610018804068968
4432;"Nederland";"Humidity";3141;-19.610018804068968
4433;"Nederland";"Humidity";3142;-19.610018804068968
4434;"Nederland";"Humidity";3143;-19.610018804068968
4435;"Nederland";"Humidity";3144;-19.610018804068968
4436;"Nederland";"Humidity";3145;-19.610018804068968
4437;"Nederland";"Humidity";3146;-19.610018804068968
4438;"Nederland";"Humidity";3147;-19.610018804068968
4439;"Nederland";"Humidity";3148;-19.610018804068968
4440;"Nederland";"Humidity";3149;-19.610018804068968
4441;"Nederland";"Humidity";3150;-19.610018804068968
4442;"Nederland";"Humidity";3151;-19.610018804068968
4443;"Nederland";"Humidity";3152;-19.610018804068968
4444;"Nederland";"Humidity";3153;-19.610018804068968
4445;"Nederland";"Humidity";3154;-19.610018804068968
4446;"Nederland";"Humidity";3155;-19.610018804068968
4447;"Nederland";"Humidity";3156;-19.610018804068968
4448;"Nederland";"Humidity";3157;-19.610018804068968
4449;"Nederland";"Humidity";3158;-19.610018804068968
4450;"Nederland";"Humidity";3159;-19.610018804068968
4451;"Nederland";"Humidity";3160;-19.610018804068968
4452;"Nederland";"Humidity";3161;-19.610018804068968
4453;"Nederland";"Humidity";3162;-19.610018804068968
4454;"Nederland";"Humidity";3163;-19.610018804068968
4455;"Nederland";"Humidity";3164;-19.610018804068968
4456;"Nederland";"Humidity";3165;-19.610018804068968
4457;"Nederland";"Humidity";3166;-19.610018804068968
4458;"Nederland";"Humidity";3167;-19.610018804068968
4459;"Nederland";"Humidity";3168;-19.610018804068968
4460;"Nederland";"Humidity";3169;-19.610018804068968
4461;"Nederland";"Humidity";3170;-19.610018804068968
4462;"Nederland";"Humidity";3171;-19.610018804068968
4463;"Nederland";"Humidity";3172;-19.610018804068968
4464;"Nederland";"Humidity";3173;-19.610018804068968
4465;"Nederland";"Humidity";3174;-19.610018804068968
4466;"Nederland";"Humidity";3175;-19.610018804068968
4467;"Nederland";"Humidity";3176;-19.610018804068968
4468;"Nederland";"Humidity";3177;-19.610018804068968
4469;"Nederland";"Humidity";3178;-19.610018804068968
4470;"Nederland";"Humidity";3179;-19.610018804068968
4471;"Nederland";"Humidity";3180;-19.610018804068968
4472;"Nederland";"Humidity";3181;-19.610018804068968
4473;"Nederland";"Humidity";3182;-19.610018804068968
4474;"Nederland";"Humidity";3183;-19.610018804068968
4475;"Nederland";"Humidity";3184;-19.610018804068968
4476;"Nederland";"Humidity";3185;-19.610018804068968
4477;"Nederland";"Humidity";3186;-19.610018804068968
4478;"Nederland";"Humidity";3187;-19.610018804068968
4479;"Nederland";"Humidity";3188;-19.610018804068968
4480;"Nederland";"Humidity";3189;-19.610018804068968
4481;"Nederland";"Humidity";3190;-19.610018804068968
4482;"Nederland";"Humidity";3191;-19.610018804068968
4483;"Nederland";"Humidity";3192;-19.610018804068968
4484;"Nederland";"Humidity";3193;-19.610018804068968
4485;"Nederland";"Humidity";3194;-19.610018804068968
4486;"Nederland";"Humidity";3195;-19.610018804068968
4487;"Nederland";"Humidity";3196;-19.610018804068968
4488;"Nederland";"Humidity";3197;-19.610018804068968
4489;"Nederland";"Humidity";3198;-19.610018804068968
4490;"Nederland";"Humidity";3199;-19.610018804068968
4491;"Nederland";"Humidity";3200;-19.610018804068968
4492;"Nederland";"Humidity";3201;-19.610018804068968
4493;"Nederland";"Humidity";3202;-19.610018804068968
4494;"Nederland";"Humidity";3203;-19.610018804068968
4495;"Nederland";"Humidity";3204;-19.610018804068968
4496;"Nederland";"Humidity";3205;-19.610018804068968
4497;"Nederland";"Humidity";3206;-19.610018804068968
4498;"Nederland";"Humidity";3207;-19.610018804068968
4499;"Nederland";"Humidity";3208;-19.610018804068968
4500;"Nederland";"Humidity";3209;-19.610018804068968
4501;"Nederland";"Humidity";3210;-19.610018804068968
4502;"Nederland";"Humidity";3211;-19.610018804068968
4503;"Nederland";"Humidity";3212;-19.610018804068968
4504;"Nederland";"Humidity";3213;-19.610018804068968
4505;"Nederland";"Humidity";3214;-19.610018804068968
4506;"Nederland";"Humidity";3215;-19.610018804068968
4507;"Nederland";"Humidity";3216;-19.610018804068968
4508;"Nederland";"Humidity";3217;-19.610018804068968
4509;"Nederland";"Humidity";3218;-19.610018804068968
4510;"Nederland";"Humidity";3219;-19.610018804068968
4511;"Nederland";"Humidity";3220;-19.610018804068968
4512;"Nederland";"Humidity";3221;-19.610018804068968
4513;"Nederland";"Humidity";3222;-19.610018804068968
4514;"Nederland";"Humidity";3223;-19.610018804068968
4515;"Nederland";"Humidity";3224;-19.610018804068968
4516;"Nederland";"Humidity";3225;-19.610018804068968
4517;"Nederland";"Humidity";3226;-19.610018804068968
4518;"Nederland";"Humidity";3227;-19.610018804068968
4519;"Nederland";"Humidity";3228;-19.610018804068968
4520;"Nederland";"Humidity";3229;-19.610018804068968
4521;"Nederland";"Humidity";3230;-19.610018804068968
4522;"Nederland";"Humidity";3231;-19.610018804068968
4523;"Nederland";"Humidity";3232;-19.610018804068968
4524;"Nederland";"Humidity";3233;-19.610018804068968
4525;"Nederland";"Humidity";3234;-19.610018804068968
4526;"Nederland";"Humidity";3235;-19.610018804068968
4527;"Nederland";"Humidity";3236;-19.610018804068968
4528;"Nederland";"Humidity";3237;-19.610018804068968
4529;"Nederland";"Humidity";3238;-19.610018804068968
4530;"Nederland";"Humidity";3239;-19.610018804068968
4531;"Nederland";"Humidity";3240;-19.610018804068968
4532;"Nederland";"Humidity";3241;-19.610018804068968
4533;"Nederland";"Humidity";3242;-19.610018804068968
4534;"Nederland";"Humidity";3243;-19.610018804068968
4535;"Nederland";"Humidity";3244;-19.610018804068968
4536;"Nederland";"Humidity";3245;-19.610018804068968
4537;"Nederland";"Humidity";3246;-19.610018804068968
4538;"Nederland";"Humidity";3247;-19.610018804068968
4539;"Nederland";"Humidity";3248;-19.610018804068968
4540;"Nederland";"Humidity";3249;-19.610018804068968
4541;"Nederland";"Humidity";3250;-19.610018804068968
4542;"Nederland";"Humidity";3251;-19.610018804068968
4543;"Nederland";"Humidity";3252;-19.610018804068968
4544;"Nederland";"Humidity";3253;-19.610018804068968
4545;"Nederland";"Humidity";3254;-19.610018804068968
4546;"Nederland";"Humidity";3255;-19.610018804068968
4547;"Nederland";"Humidity";3256;-19.610018804068968
4548;"Nederland";"Humidity";3257;-19.610018804068968
4549;"Nederland";"Humidity";3258;-19.610018804068968
4550;"Nederland";"Humidity";3259;-19.610018804068968
4551;"Nederland";"Humidity";3260;-19.610018804068968
4552;"Nederland";"Humidity";3261;-19.610018804068968
4553;"Nederland";"Humidity";3262;-19.610018804068968
4554;"Nederland";"Humidity";3263;-19.610018804068968
4555;"Nederland";"Humidity";3264;-19.610018804068968
4556;"Nederland";"Humidity";3265;-19.610018804068968
4557;"Nederland";"Humidity";3266;-19.610018804068968
4558;"Nederland";"Humidity";3267;-19.610018804068968
4559;"Nederland";"Humidity";3268;-19.610018804068968
4560;"Nederland";"Humidity";3269;-19.610018804068968
4561;"Nederland";"Humidity";3270;-19.610018804068968
4562;"Nederland";"Humidity";3271;-19.610018804068968
4563;"Nederland";"Humidity";3272;-19.610018804068968
4564;"Nederland";"Humidity";3273;-19.610018804068968
4565;"Nederland";"Humidity";3274;-19.610018804068968
4566;"Nederland";"Humidity";3275;-19.610018804068968
4567;"Nederland";"Humidity";3276;-19.610018804068968
4568;"Nederland";"Humidity";3277;-19.610018804068968
4569;"Nederland";"Humidity";3278;-19.610018804068968
4570;"Nederland";"Humidity";3279;-19.610018804068968
4571;"Nederland";"Humidity";3280;-19.610018804068968
4572;"Nederland";"Humidity";3281;-19.610018804068968
4573;"Nederland";"Humidity";3282;-19.610018804068968
4574;"Nederland";"Humidity";3283;-19.610018804068968
4575;"Nederland";"Humidity";3284;-19.610018804068968
4576;"Nederland";"Humidity";3285;-19.610018804068968
4577;"Nederland";"Humidity";3286;-19.610018804068968
4578;"Nederland";"Humidity";3287;-19.610018804068968
4579;"Nederland";"Humidity";3288;-19.610018804068968
4580;"Nederland";"Humidity";3289;-19.610018804068968
4581;"Nederland";"Humidity";3290;-19.610018804068968
4582;"Nederland";"Humidity";3291;-19.610018804068968
4583;"Nederland";"Humidity";3292;-19.610018804068968
4584;"Nederland";"Humidity";3293;-19.610018804068968
4585;"Nederland";"Humidity";3294;-19.610018804068968
4586;"Nederland";"Humidity";3295;-19.610018804068968
4587;"Nederland";"Humidity";3296;-19.610018804068968
4588;"Nederland";"Humidity";3297;-19.610018804068968
4589;"Nederland";"Humidity";3298;-19.610018804068968
4590;"Nederland";"Humidity";3299;-19.610018804068968
4591;"Nederland";"Humidity";3300;-19.610018804068968
4592;"Nederland";"Humidity";3301;-19.610018804068968
4593;"Nederland";"Humidity";3302;-19.610018804068968
4594;"Nederland";"Humidity";3303;-19.610018804068968
4595;"Nederland";"Humidity";3304;-19.610018804068968
4596;"Nederland";"Humidity";3305;-19.610018804068968
4597;"Nederland";"Humidity";3306;-19.610018804068968
4598;"Nederland";"Humidity";3307;-19.610018804068968
4599;"Nederland";"Humidity";3308;-19.610018804068968
4600;"Nederland";"Humidity";3309;-19.610018804068968
4601;"Nederland";"Humidity";3310;-19.610018804068968
4602;"Nederland";"Humidity";3311;-19.610018804068968
4603;"Nederland";"Humidity";3312;-19.610018804068968
4604;"Nederland";"Humidity";3313;-19.610018804068968
4605;"Nederland";"Humidity";3314;-19.610018804068968
4606;"Nederland";"Humidity";3315;-19.610018804068968
4607;"Nederland";"Humidity";3316;-19.610018804068968
4608;"Nederland";"Humidity";3317;-19.610018804068968
4609;"Nederland";"Humidity";3318;-19.610018804068968
4610;"Nederland";"Humidity";3319;-19.610018804068968
4611;"Nederland";"Humidity";3320;-19.610018804068968
4612;"Nederland";"Humidity";3321;-19.610018804068968
4613;"Nederland";"Humidity";3322;-19.610018804068968
4614;"Nederland";"Humidity";3323;-19.610018804068968
4615;"Nederland";"Humidity";3324;-19.610018804068968
4616;"Nederland";"Humidity";3325;-19.610018804068968
4617;"Nederland";"Humidity";3326;-19.610018804068968
4618;"Nederland";"Humidity";3327;-19.610018804068968
4619;"Nederland";"Humidity";3328;-19.610018804068968
4620;"Nederland";"Humidity";3329;-19.610018804068968
4621;"Nederland";"Humidity";3330;-19.610018804068968
4622;"Nederland";"Humidity";3331;-19.610018804068968
4623;"Nederland";"Humidity";3332;-19.610018804068968
4624;"Nederland";"Humidity";3333;-19.610018804068968
4625;"Nederland";"Humidity";3334;-19.610018804068968
4626;"Nederland";"Humidity";3335;-19.610018804068968
4627;"Nederland";"Humidity";3336;-19.610018804068968
4628;"Nederland";"Humidity";3337;-19.610018804068968
4629;"Nederland";"Humidity";3338;-19.610018804068968
4630;"Nederland";"Humidity";3339;-19.610018804068968
4631;"Nederland";"Humidity";3340;-19.610018804068968
4632;"Nederland";"Humidity";3341;-19.610018804068968
4633;"Nederland";"Humidity";3342;-19.610018804068968
4634;"Nederland";"Humidity";3343;-19.610018804068968
4635;"Nederland";"Humidity";3344;-19.610018804068968
4636;"Nederland";"Humidity";3345;-19.610018804068968
4637;"Nederland";"Humidity";3346;-19.610018804068968
4638;"Nederland";"Humidity";3347;-19.610018804068968
4639;"Nederland";"Humidity";3348;-19.610018804068968
4640;"Nederland";"Humidity";3349;-19.610018804068968
4641;"Nederland";"Humidity";3350;-19.610018804068968
4642;"Nederland";"Humidity";3351;-19.610018804068968
4643;"Nederland";"Humidity";3352;-19.610018804068968
4644;"Nederland";"Humidity";3353;-19.610018804068968
4645;"Nederland";"Humidity";3354;-19.610018804068968
4646;"Nederland";"Humidity";3355;-19.610018804068968
4647;"Nederland";"Humidity";3356;-19.610018804068968
4648;"Nederland";"Humidity";3357;-19.610018804068968
4649;"Nederland";"Humidity";3358;-19.610018804068968
4650;"Nederland";"Humidity";3359;-19.610018804068968
4651;"Nederland";"Humidity";3360;-19.610018804068968
4652;"Nederland";"Humidity";3361;-19.610018804068968
4653;"Nederland";"Humidity";3362;-19.610018804068968
4654;"Nederland";"Humidity";3363;-19.610018804068968
4655;"Nederland";"Humidity";3364;-19.610018804068968
4656;"Nederland";"Humidity";3365;-19.610018804068968
4657;"Nederland";"Humidity";3366;-19.610018804068968
4658;"Nederland";"Humidity";3367;-19.610018804068968
4659;"Nederland";"Humidity";3368;-19.610018804068968
4660;"Nederland";"Humidity";3369;-19.610018804068968
4661;"Nederland";"Humidity";3370;-19.610018804068968
4662;"Nederland";"Humidity";3371;-19.610018804068968
4663;"Nederland";"Humidity";3372;-19.610018804068968
4664;"Nederland";"Humidity";3373;-19.610018804068968
4665;"Nederland";"Humidity";3374;-19.610018804068968
4666;"Nederland";"Humidity";3375;-19.610018804068968
4667;"Nederland";"Humidity";3376;-19.610018804068968
4668;"Nederland";"Humidity";3377;-19.610018804068968
4669;"Nederland";"Humidity";3378;-19.610018804068968
4670;"Nederland";"Humidity";3379;-19.610018804068968
4671;"Nederland";"Humidity";3380;-19.610018804068968
4672;"Nederland";"Humidity";3381;-19.610018804068968
4673;"Nederland";"Humidity";3382;-19.610018804068968
4674;"Nederland";"Humidity";3383;-19.610018804068968
4675;"Nederland";"Humidity";3384;-19.610018804068968
4676;"Nederland";"Humidity";3385;-19.610018804068968
4677;"Nederland";"Humidity";3386;-19.610018804068968
4678;"Nederland";"Humidity";3387;-19.610018804068968
4679;"Nederland";"Humidity";3388;-19.610018804068968
4680;"Nederland";"Humidity";3389;-19.610018804068968
4681;"Nederland";"Humidity";3390;-19.610018804068968
4682;"Nederland";"Humidity";3391;-19.610018804068968
4683;"Nederland";"Humidity";3392;-19.610018804068968
4684;"Nederland";"Humidity";3393;-19.610018804068968
4685;"Nederland";"Humidity";3394;-19.610018804068968
4686;"Nederland";"Humidity";3395;-19.610018804068968
4687;"Nederland";"Humidity";3396;-19.610018804068968
4688;"Nederland";"Humidity";3397;-19.610018804068968
4689;"Nederland";"Humidity";3398;-19.610018804068968
4690;"Nederland";"Humidity";3399;-19.610018804068968
4691;"Nederland";"Humidity";3400;-19.610018804068968
4692;"Nederland";"Humidity";3401;-19.610018804068968
4693;"Nederland";"Humidity";3402;-19.610018804068968
4694;"Nederland";"Humidity";3403;-19.610018804068968
4695;"Nederland";"Humidity";3404;-19.610018804068968
4696;"Nederland";"Humidity";3405;-19.610018804068968
4697;"Nederland";"Humidity";3406;-19.610018804068968
4698;"Nederland";"Humidity";3407;-19.610018804068968
4699;"Nederland";"Humidity";3408;-19.610018804068968
4700;"Nederland";"Humidity";3409;-19.610018804068968
4701;"Nederland";"Humidity";3410;-19.610018804068968
4702;"Nederland";"Humidity";3411;-19.610018804068968
4703;"Nederland";"Humidity";3412;-19.610018804068968
4704;"Nederland";"Humidity";3413;-19.610018804068968
4705;"Nederland";"Humidity";3414;-19.610018804068968
4706;"Nederland";"Humidity";3415;-19.610018804068968
4707;"Nederland";"Humidity";3416;-19.610018804068968
4708;"Nederland";"Humidity";3417;-19.610018804068968
4709;"Nederland";"Humidity";3418;-19.610018804068968
4710;"Nederland";"Humidity";3419;-19.610018804068968
4711;"Nederland";"Humidity";3420;-19.610018804068968
4712;"Nederland";"Humidity";3421;-19.610018804068968
4713;"Nederland";"Humidity";3422;-19.610018804068968
4714;"Nederland";"Humidity";3423;-19.610018804068968
4715;"Nederland";"Humidity";3424;-19.610018804068968
4716;"Nederland";"Humidity";3425;-19.610018804068968
4717;"Nederland";"Humidity";3426;-19.610018804068968
4718;"Nederland";"Humidity";3427;-19.610018804068968
4719;"Nederland";"Humidity";3428;-19.610018804068968
4720;"Nederland";"Humidity";3429;-19.610018804068968
4721;"Nederland";"Humidity";3430;-19.610018804068968
4722;"Nederland";"Humidity";3431;-19.610018804068968
4723;"Nederland";"Humidity";3432;-19.610018804068968
4724;"Nederland";"Humidity";3433;-19.610018804068968
4725;"Nederland";"Humidity";3434;-19.610018804068968
4726;"Nederland";"Humidity";3435;-19.610018804068968
4727;"Nederland";"Humidity";3436;-19.610018804068968
4728;"Nederland";"Humidity";3437;-19.610018804068968
4729;"Nederland";"Humidity";3438;-19.610018804068968
4730;"Nederland";"Humidity";3439;-19.610018804068968
4731;"Nederland";"Humidity";3440;-19.610018804068968
4732;"Nederland";"Humidity";3441;-19.610018804068968
4733;"Nederland";"Humidity";3442;-19.610018804068968
4734;"Nederland";"Humidity";3443;-19.610018804068968
4735;"Nederland";"Humidity";3444;-19.610018804068968
4736;"Nederland";"Humidity";3445;-19.610018804068968
4737;"Nederland";"Humidity";3446;-19.610018804068968
4738;"Nederland";"Humidity";3447;-19.610018804068968
4739;"Nederland";"Humidity";3448;-19.610018804068968
4740;"Nederland";"Humidity";3449;-19.610018804068968
4741;"Nederland";"Humidity";3450;-19.610018804068968
4742;"Nederland";"Humidity";3451;-19.610018804068968
